birth_k,birth_residue,parent_residue,new_prime,new_prime_remainder,prefinal_gap_count,prefinal_gap_endpoints,prefinal_gap_width,new_arc_width,aperture_margin,containment_margin
5,118,118,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,448,28,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,542,122,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
5,778,148,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,849,9,11,2,1,1/6-3/14,1/21,1/11,10/231,1/77
5,872,32,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
5,1108,58,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,1202,152,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
5,1438,178,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,1461,201,11,9,1,11/14-5/6,1/21,1/11,10/231,1/77
5,1532,62,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
5,1768,88,11,8,1,7/10-3/4,1/20,1/11,9/220,1/55
5,1862,182,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
5,2192,92,11,3,1,1/4-3/10,1/20,1/11,9/220,1/55
6,939,939,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,1791,1791,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,2140,2140,13,8,1,13/22-9/14,4/77,1/13,25/1001,1/91
6,2499,189,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,3669,1359,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,3866,1556,13,5,1,5/14-9/22,4/77,1/13,25/1001,1/91
6,4521,2211,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,6296,1676,13,4,1,3/10-7/22,1/55,1/13,42/715,4/143
6,6399,1779,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,6789,2169,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,7251,321,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,8146,1216,13,8,1,13/22-9/14,4/77,1/13,25/1001,1/91
6,9129,2199,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,9981,741,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,10371,1131,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,11079,1839,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,11859,309,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,12711,1161,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,14152,292,13,8,1,13/22-9/14,4/77,1/13,25/1001,1/91
6,14589,729,13,3,1,3/14-5/22,1/77,1/13,64/1001,2/91
6,14661,801,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,15369,1509,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,15441,1581,13,10,1,17/22-11/14,1/77,1/13,64/1001,2/91
6,15878,2018,13,5,1,5/14-9/22,4/77,1/13,25/1001,1/91
6,17319,1149,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,18171,2001,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,18951,471,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,19659,1179,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,20049,1569,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,20901,111,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,21884,1094,13,5,1,5/14-9/22,4/77,1/13,25/1001,1/91
6,22779,1989,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,23241,141,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,23631,531,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,23734,634,13,9,1,15/22-7/10,1/55,1/13,42/715,4/143
6,25509,99,13,3,1,3/14-1/4,1/28,1/13,15/364,1/52
6,26164,754,13,8,1,13/22-9/14,4/77,1/13,25/1001,1/91
6,26361,951,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
6,27531,2121,13,10,1,3/4-17/22,1/44,1/13,31/572,1/52
6,27890,170,13,5,1,5/14-9/22,4/77,1/13,25/1001,1/91
6,28239,519,13,3,1,5/22-1/4,1/44,1/13,31/572,1/52
6,29091,1371,13,10,1,3/4-11/14,1/28,1/13,15/364,1/52
7,1245,1245,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,1329,1329,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,2121,2121,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,2631,2631,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,3208,3208,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,3422,3422,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,3489,3489,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,4509,4509,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,5223,5223,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,5301,5301,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,6201,6201,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,7731,7731,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,7959,7959,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,8079,8079,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,9099,9099,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,9771,9771,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,9838,9838,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,10052,10052,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,11378,11378,17,5,1,7/26-7/22,7/143,1/17,24/2431,1/221
7,11649,11649,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,11931,11931,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,12184,12184,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,12434,12434,17,7,1,9/22-11/26,2/143,1/17,109/2431,4/221
7,13341,13341,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,15219,15219,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,16468,16468,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,16682,16682,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,16911,16911,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,18561,18561,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,18789,18789,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,20319,20319,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,20481,20481,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,21219,21219,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,22359,22359,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,24051,24051,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,25191,25191,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,25929,25929,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,27086,27086,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,27621,27621,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,27849,27849,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,29499,29499,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,29728,29728,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,29942,29942,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,30171,141,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,31191,1161,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,31539,1509,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,33069,3039,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,34479,4449,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,34761,4731,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,35781,5751,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,36358,6328,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,36572,6542,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,36639,6609,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,37149,7119,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,38331,8301,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,38451,8421,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,40114,10084,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,40209,10179,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,41391,11361,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,41901,11871,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,42759,12729,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,42988,12958,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,43202,13172,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,43779,13749,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,45081,15051,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,47001,16971,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,47739,17709,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,47839,17809,17,1,1,1/22-1/14,2/77,1/17,43/1309,3/187
7,48369,18339,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,49041,19011,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,49832,19802,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,50919,20889,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,51454,21424,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,51711,21681,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,52611,22581,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,52706,22676,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,54369,24339,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,54489,24459,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,56181,26151,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,56248,26218,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,56462,26432,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,58059,28029,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,58221,28191,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,58341,28311,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,59589,29559,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,59673,29643,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,59751,29721,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,61629,1569,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,61988,1928,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,62878,2818,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,63092,3032,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,63321,3261,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,64971,4911,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,65199,5139,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,66891,6831,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,67629,7569,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,68769,8709,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,69441,9381,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,70461,10401,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,70809,10749,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,71601,11541,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,72339,12279,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,74031,13971,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,74259,14199,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,75051,14991,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,75909,15849,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,76138,16078,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,76352,16292,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,76419,16359,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,77601,17541,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,79479,19419,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,80661,20601,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,80889,20829,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,81171,21111,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,82029,21969,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,82768,22708,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,82982,22922,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,83049,22989,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,84741,24681,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,84861,24801,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,86271,26211,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,86524,26464,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,86619,26559,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,87519,27459,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,87639,27579,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,88311,28251,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,89398,29338,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,89612,29552,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,90189,99,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,90724,634,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,91491,1401,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,94149,4059,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,95451,5361,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,96028,5938,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,97329,7239,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,97491,7401,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,98121,8031,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,98859,8769,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,99021,8931,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,99116,9026,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,100779,10689,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,100857,10767,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,100899,10809,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,102591,12501,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,102658,12568,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,102872,12782,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,103347,13257,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,104469,14379,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,105626,15536,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,106161,16071,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,107325,17235,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,108039,17949,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,108711,18621,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,109288,19198,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,109502,19412,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,109731,19641,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,110079,19989,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,111381,21291,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,111609,21519,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,113301,23211,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,113480,23390,17,5,1,7/26-7/22,7/143,1/17,24/2431,1/221
7,114321,24231,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,114536,24446,17,7,1,9/22-11/26,2/143,1/17,109/2431,4/221
7,115179,25089,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,115689,25599,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,116871,26781,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,118011,27921,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,118749,28659,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,119931,29841,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,120441,321,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,120669,549,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,121299,1179,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,122319,2199,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,122762,2642,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,124011,3891,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,125541,5421,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,125889,5769,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,127299,7179,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,127345,7225,17,15,1,19/22-9/10,2/55,1/17,21/935,2/187
7,127581,7461,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,129178,9058,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,129392,9272,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,129459,9339,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,129994,9874,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,131151,11031,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,131271,11151,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,132934,12814,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,133029,12909,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,133929,13809,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,134721,14601,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,135808,15688,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,136022,15902,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,136599,16479,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,136761,16641,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,137901,17781,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,138129,18009,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,140559,20439,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,140645,20525,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,141861,21741,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,142216,22096,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,142438,22318,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,142652,22532,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,143739,23619,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
