parent_residue,child_residue,lift_remainder,sibling_role,phase_margin,aperture_tension,phase_rank,transition_label,component_delta,parent_uncovered_exact,child_covered_exact,child_projects_to_parent,parent_gap_count_exact,child_gap_count_exact,exact_b8_birth
232708,4827298,6,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
232708,4316788,7,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
232708,3806278,8,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
232708,3295768,9,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
232708,2785258,10,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
232708,2274748,11,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
232708,1764238,12,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
232708,1253728,13,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
232708,743218,14,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
232708,232708,15,sibling_nonbirth,-9/323,9/323,2,miss,0,True,False,True,1,1,False
232708,9421888,16,sibling_nonbirth,-26/323,26/323,4,miss,0,True,False,True,1,1,False
232708,8911378,17,sibling_nonbirth,-43/323,43/323,6,miss,0,True,False,True,1,1,False
232708,8400868,18,sibling_nonbirth,-60/323,60/323,8,miss,0,True,False,True,1,1,False
275619,2828169,0,sibling_nonbirth,-42/209,42/209,9,miss,0,True,False,True,1,1,False
275619,2317659,1,sibling_nonbirth,-31/209,31/209,7,miss,0,True,False,True,1,1,False
275619,1807149,2,sibling_nonbirth,-20/209,20/209,5,miss,0,True,False,True,1,1,False
275619,1296639,3,sibling_nonbirth,-9/209,9/209,3,miss,0,True,False,True,1,1,False
275619,786129,4,birth_close,2/209,-2/209,1,close,-1,True,True,True,1,0,True
275619,275619,5,sibling_nonbirth,-3/133,3/133,2,miss,0,True,False,True,1,1,False
275619,9464799,6,sibling_nonbirth,-10/133,10/133,4,miss,0,True,False,True,1,1,False
275619,8954289,7,sibling_nonbirth,-17/133,17/133,6,miss,0,True,False,True,1,1,False
275619,8443779,8,sibling_nonbirth,-24/133,24/133,8,miss,0,True,False,True,1,1,False
275619,7933269,9,sibling_nonbirth,-31/133,31/133,10,miss,0,True,False,True,1,1,False
275619,7422759,10,sibling_nonbirth,-2/7,2/7,12,miss,0,True,False,True,1,1,False
275619,6912249,11,sibling_nonbirth,-45/133,45/133,14,miss,0,True,False,True,1,1,False
275619,6401739,12,sibling_nonbirth,-52/133,52/133,16,miss,0,True,False,True,1,1,False
275619,5891229,13,sibling_nonbirth,-59/133,59/133,18,miss,0,True,False,True,1,1,False
275619,5380719,14,sibling_nonbirth,-97/209,97/209,19,miss,0,True,False,True,1,1,False
275619,4870209,15,sibling_nonbirth,-86/209,86/209,17,miss,0,True,False,True,1,1,False
275619,4359699,16,sibling_nonbirth,-75/209,75/209,15,miss,0,True,False,True,1,1,False
275619,3849189,17,sibling_nonbirth,-64/209,64/209,13,miss,0,True,False,True,1,1,False
275619,3338679,18,sibling_nonbirth,-53/209,53/209,11,miss,0,True,False,True,1,1,False
330040,5435140,0,sibling_nonbirth,-60/247,60/247,10,miss,0,True,False,True,1,1,False
330040,4924630,1,sibling_nonbirth,-73/247,73/247,12,miss,0,True,False,True,1,1,False
330040,4414120,2,sibling_nonbirth,-86/247,86/247,14,miss,0,True,False,True,1,1,False
330040,3903610,3,sibling_nonbirth,-99/247,99/247,16,miss,0,True,False,True,1,1,False
330040,3393100,4,sibling_nonbirth,-112/247,112/247,18,miss,0,True,False,True,1,1,False
330040,2882590,5,sibling_nonbirth,-35/76,35/76,19,miss,0,True,False,True,1,1,False
330040,2372080,6,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
330040,1861570,7,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
330040,1351060,8,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
330040,840550,9,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
330040,330040,10,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
330040,9519220,11,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
330040,9008710,12,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
330040,8498200,13,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
330040,7987690,14,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
330040,7477180,15,sibling_nonbirth,-8/247,8/247,2,miss,0,True,False,True,1,1,False
330040,6966670,16,sibling_nonbirth,-21/247,21/247,4,miss,0,True,False,True,1,1,False
330040,6456160,17,sibling_nonbirth,-34/247,34/247,6,miss,0,True,False,True,1,1,False
330040,5945650,18,sibling_nonbirth,-47/247,47/247,8,miss,0,True,False,True,1,1,False
333231,4927821,0,sibling_nonbirth,-42/209,42/209,9,miss,0,True,False,True,1,1,False
333231,4417311,1,sibling_nonbirth,-53/209,53/209,11,miss,0,True,False,True,1,1,False
333231,3906801,2,sibling_nonbirth,-64/209,64/209,13,miss,0,True,False,True,1,1,False
333231,3396291,3,sibling_nonbirth,-75/209,75/209,15,miss,0,True,False,True,1,1,False
333231,2885781,4,sibling_nonbirth,-86/209,86/209,17,miss,0,True,False,True,1,1,False
333231,2375271,5,sibling_nonbirth,-97/209,97/209,19,miss,0,True,False,True,1,1,False
333231,1864761,6,sibling_nonbirth,-146/323,146/323,18,miss,0,True,False,True,1,1,False
333231,1354251,7,sibling_nonbirth,-129/323,129/323,16,miss,0,True,False,True,1,1,False
333231,843741,8,sibling_nonbirth,-112/323,112/323,14,miss,0,True,False,True,1,1,False
333231,333231,9,sibling_nonbirth,-5/17,5/17,12,miss,0,True,False,True,1,1,False
333231,9522411,10,sibling_nonbirth,-78/323,78/323,10,miss,0,True,False,True,1,1,False
333231,9011901,11,sibling_nonbirth,-61/323,61/323,8,miss,0,True,False,True,1,1,False
333231,8501391,12,sibling_nonbirth,-44/323,44/323,6,miss,0,True,False,True,1,1,False
333231,7990881,13,sibling_nonbirth,-27/323,27/323,4,miss,0,True,False,True,1,1,False
333231,7480371,14,sibling_nonbirth,-10/323,10/323,2,miss,0,True,False,True,1,1,False
333231,6969861,15,birth_close,2/209,-2/209,1,close,-1,True,True,True,1,0,True
333231,6459351,16,sibling_nonbirth,-9/209,9/209,3,miss,0,True,False,True,1,1,False
333231,5948841,17,sibling_nonbirth,-20/209,20/209,5,miss,0,True,False,True,1,1,False
333231,5438331,18,sibling_nonbirth,-31/209,31/209,7,miss,0,True,False,True,1,1,False
367714,3941284,0,sibling_nonbirth,-44/133,44/133,14,miss,0,True,False,True,1,1,False
367714,3430774,1,sibling_nonbirth,-51/133,51/133,16,miss,0,True,False,True,1,1,False
367714,2920264,2,sibling_nonbirth,-58/133,58/133,18,miss,0,True,False,True,1,1,False
367714,2409754,3,sibling_nonbirth,-116/247,116/247,19,miss,0,True,False,True,1,1,False
367714,1899244,4,sibling_nonbirth,-103/247,103/247,17,miss,0,True,False,True,1,1,False
367714,1388734,5,sibling_nonbirth,-90/247,90/247,15,miss,0,True,False,True,1,1,False
367714,878224,6,sibling_nonbirth,-77/247,77/247,13,miss,0,True,False,True,1,1,False
367714,367714,7,sibling_nonbirth,-64/247,64/247,11,miss,0,True,False,True,1,1,False
367714,9556894,8,sibling_nonbirth,-51/247,51/247,9,miss,0,True,False,True,1,1,False
367714,9046384,9,sibling_nonbirth,-2/13,2/13,7,miss,0,True,False,True,1,1,False
367714,8535874,10,sibling_nonbirth,-25/247,25/247,5,miss,0,True,False,True,1,1,False
367714,8025364,11,sibling_nonbirth,-12/247,12/247,3,miss,0,True,False,True,1,1,False
367714,7514854,12,birth_close,1/247,-1/247,1,close,-1,True,True,True,1,0,True
367714,7004344,13,sibling_nonbirth,-2/133,2/133,2,miss,0,True,False,True,1,1,False
367714,6493834,14,sibling_nonbirth,-9/133,9/133,4,miss,0,True,False,True,1,1,False
367714,5983324,15,sibling_nonbirth,-16/133,16/133,6,miss,0,True,False,True,1,1,False
367714,5472814,16,sibling_nonbirth,-23/133,23/133,8,miss,0,True,False,True,1,1,False
367714,4962304,17,sibling_nonbirth,-30/133,30/133,10,miss,0,True,False,True,1,1,False
367714,4451794,18,sibling_nonbirth,-37/133,37/133,12,miss,0,True,False,True,1,1,False
370778,6496898,0,sibling_nonbirth,-134/323,134/323,17,miss,0,True,False,True,1,1,False
370778,5986388,1,sibling_nonbirth,-117/323,117/323,15,miss,0,True,False,True,1,1,False
370778,5475878,2,sibling_nonbirth,-100/323,100/323,13,miss,0,True,False,True,1,1,False
370778,4965368,3,sibling_nonbirth,-83/323,83/323,11,miss,0,True,False,True,1,1,False
370778,4454858,4,sibling_nonbirth,-66/323,66/323,9,miss,0,True,False,True,1,1,False
370778,3944348,5,sibling_nonbirth,-49/323,49/323,7,miss,0,True,False,True,1,1,False
370778,3433838,6,sibling_nonbirth,-32/323,32/323,5,miss,0,True,False,True,1,1,False
370778,2923328,7,sibling_nonbirth,-15/323,15/323,3,miss,0,True,False,True,1,1,False
370778,2412818,8,birth_close,2/323,-2/323,1,close,-1,True,True,True,1,0,True
370778,1902308,9,sibling_nonbirth,-6/247,6/247,2,miss,0,True,False,True,1,1,False
370778,1391798,10,sibling_nonbirth,-1/13,1/13,4,miss,0,True,False,True,1,1,False
370778,881288,11,sibling_nonbirth,-32/247,32/247,6,miss,0,True,False,True,1,1,False
370778,370778,12,sibling_nonbirth,-45/247,45/247,8,miss,0,True,False,True,1,1,False
370778,9559958,13,sibling_nonbirth,-58/247,58/247,10,miss,0,True,False,True,1,1,False
370778,9049448,14,sibling_nonbirth,-71/247,71/247,12,miss,0,True,False,True,1,1,False
370778,8538938,15,sibling_nonbirth,-84/247,84/247,14,miss,0,True,False,True,1,1,False
370778,8028428,16,sibling_nonbirth,-97/247,97/247,16,miss,0,True,False,True,1,1,False
370778,7517918,17,sibling_nonbirth,-110/247,110/247,18,miss,0,True,False,True,1,1,False
370778,7007408,18,sibling_nonbirth,-151/323,151/323,19,miss,0,True,False,True,1,1,False
397744,9076414,0,sibling_nonbirth,-44/133,44/133,14,miss,0,True,False,True,1,1,False
397744,8565904,1,sibling_nonbirth,-51/133,51/133,16,miss,0,True,False,True,1,1,False
397744,8055394,2,sibling_nonbirth,-58/133,58/133,18,miss,0,True,False,True,1,1,False
397744,7544884,3,sibling_nonbirth,-116/247,116/247,19,miss,0,True,False,True,1,1,False
397744,7034374,4,sibling_nonbirth,-103/247,103/247,17,miss,0,True,False,True,1,1,False
397744,6523864,5,sibling_nonbirth,-90/247,90/247,15,miss,0,True,False,True,1,1,False
397744,6013354,6,sibling_nonbirth,-77/247,77/247,13,miss,0,True,False,True,1,1,False
397744,5502844,7,sibling_nonbirth,-64/247,64/247,11,miss,0,True,False,True,1,1,False
397744,4992334,8,sibling_nonbirth,-51/247,51/247,9,miss,0,True,False,True,1,1,False
397744,4481824,9,sibling_nonbirth,-2/13,2/13,7,miss,0,True,False,True,1,1,False
397744,3971314,10,sibling_nonbirth,-25/247,25/247,5,miss,0,True,False,True,1,1,False
397744,3460804,11,sibling_nonbirth,-12/247,12/247,3,miss,0,True,False,True,1,1,False
397744,2950294,12,birth_close,1/247,-1/247,1,close,-1,True,True,True,1,0,True
397744,2439784,13,sibling_nonbirth,-2/133,2/133,2,miss,0,True,False,True,1,1,False
397744,1929274,14,sibling_nonbirth,-9/133,9/133,4,miss,0,True,False,True,1,1,False
397744,1418764,15,sibling_nonbirth,-16/133,16/133,6,miss,0,True,False,True,1,1,False
397744,908254,16,sibling_nonbirth,-23/133,23/133,8,miss,0,True,False,True,1,1,False
397744,397744,17,sibling_nonbirth,-30/133,30/133,10,miss,0,True,False,True,1,1,False
397744,9586924,18,sibling_nonbirth,-37/133,37/133,12,miss,0,True,False,True,1,1,False
434638,7071268,0,sibling_nonbirth,-60/247,60/247,10,miss,0,True,False,True,1,1,False
434638,6560758,1,sibling_nonbirth,-73/247,73/247,12,miss,0,True,False,True,1,1,False
434638,6050248,2,sibling_nonbirth,-86/247,86/247,14,miss,0,True,False,True,1,1,False
434638,5539738,3,sibling_nonbirth,-99/247,99/247,16,miss,0,True,False,True,1,1,False
434638,5029228,4,sibling_nonbirth,-112/247,112/247,18,miss,0,True,False,True,1,1,False
434638,4518718,5,sibling_nonbirth,-35/76,35/76,19,miss,0,True,False,True,1,1,False
434638,4008208,6,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
434638,3497698,7,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
434638,2987188,8,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
434638,2476678,9,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
434638,1966168,10,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
434638,1455658,11,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
434638,945148,12,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
434638,434638,13,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
434638,9623818,14,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
434638,9113308,15,sibling_nonbirth,-8/247,8/247,2,miss,0,True,False,True,1,1,False
434638,8602798,16,sibling_nonbirth,-21/247,21/247,4,miss,0,True,False,True,1,1,False
434638,8092288,17,sibling_nonbirth,-34/247,34/247,6,miss,0,True,False,True,1,1,False
434638,7581778,18,sibling_nonbirth,-47/247,47/247,8,miss,0,True,False,True,1,1,False
486969,9676149,0,sibling_nonbirth,-58/323,58/323,8,miss,0,True,False,True,1,1,False
486969,9165639,1,sibling_nonbirth,-41/323,41/323,6,miss,0,True,False,True,1,1,False
486969,8655129,2,sibling_nonbirth,-24/323,24/323,4,miss,0,True,False,True,1,1,False
486969,8144619,3,sibling_nonbirth,-7/323,7/323,2,miss,0,True,False,True,1,1,False
486969,7634109,4,birth_close,2/247,-2/247,1,close,-1,True,True,True,1,0,True
486969,7123599,5,sibling_nonbirth,-11/247,11/247,3,miss,0,True,False,True,1,1,False
486969,6613089,6,sibling_nonbirth,-24/247,24/247,5,miss,0,True,False,True,1,1,False
486969,6102579,7,sibling_nonbirth,-37/247,37/247,7,miss,0,True,False,True,1,1,False
486969,5592069,8,sibling_nonbirth,-50/247,50/247,9,miss,0,True,False,True,1,1,False
486969,5081559,9,sibling_nonbirth,-63/247,63/247,11,miss,0,True,False,True,1,1,False
486969,4571049,10,sibling_nonbirth,-4/13,4/13,13,miss,0,True,False,True,1,1,False
486969,4060539,11,sibling_nonbirth,-89/247,89/247,15,miss,0,True,False,True,1,1,False
486969,3550029,12,sibling_nonbirth,-102/247,102/247,17,miss,0,True,False,True,1,1,False
486969,3039519,13,sibling_nonbirth,-115/247,115/247,19,miss,0,True,False,True,1,1,False
486969,2529009,14,sibling_nonbirth,-143/323,143/323,18,miss,0,True,False,True,1,1,False
486969,2018499,15,sibling_nonbirth,-126/323,126/323,16,miss,0,True,False,True,1,1,False
486969,1507989,16,sibling_nonbirth,-109/323,109/323,14,miss,0,True,False,True,1,1,False
486969,997479,17,sibling_nonbirth,-92/323,92/323,12,miss,0,True,False,True,1,1,False
486969,486969,18,sibling_nonbirth,-75/323,75/323,10,miss,0,True,False,True,1,1,False
493532,4067102,0,sibling_nonbirth,-77/323,77/323,10,miss,0,True,False,True,1,1,False
493532,3556592,1,sibling_nonbirth,-60/323,60/323,8,miss,0,True,False,True,1,1,False
493532,3046082,2,sibling_nonbirth,-43/323,43/323,6,miss,0,True,False,True,1,1,False
493532,2535572,3,sibling_nonbirth,-26/323,26/323,4,miss,0,True,False,True,1,1,False
493532,2025062,4,sibling_nonbirth,-9/323,9/323,2,miss,0,True,False,True,1,1,False
493532,1514552,5,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
493532,1004042,6,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
493532,493532,7,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
493532,9682712,8,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
493532,9172202,9,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
493532,8661692,10,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
493532,8151182,11,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
493532,7640672,12,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
493532,7130162,13,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
493532,6619652,14,sibling_nonbirth,-35/76,35/76,19,miss,0,True,False,True,1,1,False
493532,6109142,15,sibling_nonbirth,-145/323,145/323,18,miss,0,True,False,True,1,1,False
493532,5598632,16,sibling_nonbirth,-128/323,128/323,16,miss,0,True,False,True,1,1,False
493532,5088122,17,sibling_nonbirth,-111/323,111/323,14,miss,0,True,False,True,1,1,False
493532,4577612,18,sibling_nonbirth,-94/323,94/323,12,miss,0,True,False,True,1,1,False
510148,9188818,0,sibling_nonbirth,-77/323,77/323,10,miss,0,True,False,True,1,1,False
510148,8678308,1,sibling_nonbirth,-94/323,94/323,12,miss,0,True,False,True,1,1,False
510148,8167798,2,sibling_nonbirth,-111/323,111/323,14,miss,0,True,False,True,1,1,False
510148,7657288,3,sibling_nonbirth,-128/323,128/323,16,miss,0,True,False,True,1,1,False
510148,7146778,4,sibling_nonbirth,-145/323,145/323,18,miss,0,True,False,True,1,1,False
510148,6636268,5,sibling_nonbirth,-35/76,35/76,19,miss,0,True,False,True,1,1,False
510148,6125758,6,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
510148,5615248,7,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
510148,5104738,8,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
510148,4594228,9,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
510148,4083718,10,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
510148,3573208,11,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
510148,3062698,12,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
510148,2552188,13,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
510148,2041678,14,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
510148,1531168,15,sibling_nonbirth,-9/323,9/323,2,miss,0,True,False,True,1,1,False
510148,1020658,16,sibling_nonbirth,-26/323,26/323,4,miss,0,True,False,True,1,1,False
510148,510148,17,sibling_nonbirth,-43/323,43/323,6,miss,0,True,False,True,1,1,False
510148,9699328,18,sibling_nonbirth,-60/323,60/323,8,miss,0,True,False,True,1,1,False
